Name,Age,Gender,Phone,EmailID,City,Location,Grade_10,Grade_12,JEE,CUET,Stream
Sai Taylor,19,Male,913783904975,saitaylor@gmail.com,Toronto,Semi-Urban,88.5,65.67,285.65,513.28,B.Tech ECE
Arjun Taylor,19,Male,911854570568,arjuntaylor@gmail.com,Bengaluru,Urban,92.25,57.08,268.91,546.87,B.Tech ECE
Arjun Wilson,18,Female,914710276773,arjunwilson@gmail.com,New York,Semi-Urban,57.18,93.07,163.86,795.21,B.Tech ECE
Arjun Brown,20,Female,915215724895,arjunbrown@gmail.com,New York,Rural,71.11,77.22531926406927,281.46,763.4,B.Tech CS
Shaurya Miller,19,Female,912395960233,shauryamiller@gmail.com,Delhi,Rural,90.53,95.35,278.73,606.44,B.Tech CS
Ishaan Singh,20,Female,917666091919,ishaansingh@gmail.com,Hyderabad,Rural,,91.93,125.24,,B.Tech Civil
Sai Sharma,19,Female,914538684512,saisharma@gmail.com,London,Rural,100.0,85.67,100.0,100.0,BCA
Krishna Verma,18,Male,911882206318,krishnaverma@gmail.com,London,Rural,56.08,69.22,227.61,650.95,B.Tech Mechanical
Krishna Sharma,17,Male,918550029573,krishnasharma@gmail.com,Sydney,Urban,55.3,93.8,106.23,473.74,B.Sc IT
Sai Singh,18,Female,915712840384,saisingh@gmail.com,Mumbai,Rural,87.63,89.49,100.0,100.0,BCA
Aditya Brown,18,Female,914670462268,adityabrown@gmail.com,Delhi,Rural,90.31,67.31,246.53,662.35,B.Tech CS
Benjamin Taylor,20,Female,764463428535,benjamintaylor@gmail.com,London,Urban,77.56548998375746,98.41,278.64,536.46,B.Tech CS
Atharv Sharma,17,Female,912224050764,atharvsharma@gmail.com,Sydney,Rural,100.0,100.0,,100.0,BCA
Vivaan Brown,18,Male,910557047871,vivaanbrown@gmail.com,Toronto,Semi-Urban,87.23,77.22531926406927,241.52,544.65,B.Tech Mechanical
Atharv Wilson,19,Female,917401586684,atharvwilson@gmail.com,Dubai,Urban,72.23,57.99,151.22,739.1,B.Tech Mechanical
Ishaan Patel,20,Female,912827695887,ishaanpatel@gmail.com,Mumbai,Semi-Urban,77.77,99.55,268.3,745.34,B.Tech CS
Aditya Johnson,18,Male,914023089122,adityajohnson@gmail.com,Dubai,Rural,69.72999999999999,87.0,,100.0,BCA
Atharv Miller,17,Female,918081403340,atharvmiller@gmail.com,New York,Urban,77.64,87.05,238.98,757.27,B.Tech CS
Krishna Khan,18,Female,917554840042,krishnakhan@gmail.com,Delhi,Urban,98.83,89.13,219.38,594.52,B.Tech ECE
Krishna Verma,17,Female,917987682996,krishnaverma@gmail.com,Sydney,Rural,99.93,69.7,182.34701123021952,100.0,BCA
Shaurya Johnson,20,Male,917152386767,shauryajohnson@gmail.com,Hyderabad,Semi-Urban,,82.84,105.24,,B.Tech Civil
Atharv Verma,20,Female,918793759372,atharvverma@gmail.com,Delhi,Urban,77.56548998375746,93.36,165.42,696.33,B.Tech ECE
Aarav Taylor,17,Female,918098383193,aaravtaylor@gmail.com,Ahmedabad,Rural,66.18,53.03,251.88,528.02,B.Tech Civil
Krishna Johnson,18,Male,915256599508,krishnajohnson@gmail.com,Dubai,Urban,63.81,58.2,146.53,492.62,B.Sc Data Science
Shaurya Patel,17,Female,910267199614,shauryapatel@gmail.com,Dubai,Rural,97.15,77.22531926406927,100.0,100.0,BCA
Vivaan Johnson,18,Male,917881474250,vivaanjohnson@gmail.com,Toronto,Rural,61.12,92.21,109.16,480.0,B.Sc Data Science
Arjun Patel,17,Female,912577983042,arjunpatel@gmail.com,New York,Urban,77.56548998375746,100.0,100.0,,BCA
Krishna Brown,20,Female,916023361655,krishnabrown@gmail.com,Sydney,Urban,70.93,57.28,190.74,532.7,B.Tech Civil
Atharv Brown,20,Male,918695724043,atharvbrown@gmail.com,Ahmedabad,Rural,62.88,85.54,163.6,785.75,B.Tech CS
Krishna Miller,18,Male,915145386901,krishnamiller@gmail.com,London,Semi-Urban,94.54,53.52,252.33,754.32,B.Tech CS
Atharv Brown,17,Female,917649092288,atharvbrown@gmail.com,Ahmedabad,Semi-Urban,87.46,100.0,182.34701123021952,100.0,BCA
Atharv Taylor,17,Female,919337731297,atharvtaylor@gmail.com,Hyderabad,Rural,97.07,87.1,203.44,420.67,B.Tech Civil
Vivaan Brown,17,Male,918983750148,vivaanbrown@gmail.com,Bengaluru,Rural,51.38,77.22531926406927,179.43,510.7,B.Sc Data Science
Arjun Patel,20,Female,911022058359,arjunpatel@gmail.com,New York,Semi-Urban,73.83,77.64,104.29,613.16,B.Tech Civil
Sai Patel,17,Male,917710704496,saipatel@gmail.com,Ahmedabad,,64.99000000000001,100.0,100.0,100.0,BCA
Sai Johnson,17,Female,918881079833,saijohnson@gmail.com,Ahmedabad,Semi-Urban,59.13,96.82,271.5,491.34,B.Tech Mechanical
Aarav Verma,18,Male,913414992900,aaravverma@gmail.com,Dubai,Semi-Urban,82.76,69.72,266.3,577.35,B.Tech ECE
Sai Sharma,20,Female,915093328099,saisharma@gmail.com,Dubai,Rural,51.22,63.25,100.78,771.15,B.Tech Civil
Shaurya Taylor,17,Female,913044567598,shauryataylor@gmail.com,Hyderabad,Urban,77.56548998375746,87.86,141.83,479.53,B.Sc Data Science
Sai Patel,20,Female,910534774116,saipatel@gmail.com,Mumbai,Urban,75.42,85.06,,,B.Tech Mechanical
Vivaan Brown,18,Male,912772610540,vivaanbrown@gmail.com,Bengaluru,Semi-Urban,84.08,98.28,100.0,100.0,BCA
Atharv Miller,17,Male,918568594416,atharvmiller@gmail.com,Ahmedabad,Semi-Urban,61.83,54.97,281.05,434.86,B.Tech Civil
Vivaan Wilson,19,Female,916024375738,vivaanwilson@gmail.com,Hyderabad,Semi-Urban,95.45,66.96,220.42,736.99,B.Tech CS
Atharv Taylor,18,Male,915641849378,atharvtaylor@gmail.com,Ahmedabad,Rural,72.44,52.59,252.23,765.59,B.Tech CS
Ishaan Miller,18,Male,916189200458,ishaanmiller@gmail.com,Bengaluru,Urban,73.84,90.32,178.23,731.25,B.Tech CS
Krishna Taylor,18,Female,916060560356,krishnataylor@gmail.com,Toronto,Semi-Urban,91.82,61.24,281.5,591.75,B.Tech ECE
Arjun Verma,20,Female,919195380884,arjunverma@gmail.com,Bengaluru,,100.0,100.0,100.0,100.0,BCA
Sai Verma,20,Male,916559151782,saiverma@gmail.com,Hyderabad,Semi-Urban,77.56548998375746,94.77,167.82,474.99,B.Tech Civil
Aarav Patel,19,Female,918549822749,aaravpatel@gmail.com,New York,Rural,68.44,50.4,217.29,671.32,B.Tech Mechanical
Arjun Johnson,17,Male,910002420127,arjunjohnson@gmail.com,Toronto,Rural,89.6,69.46,179.57,752.12,B.Tech ECE
Aarav Taylor,20,Male,910375374508,aaravtaylor@gmail.com,Sydney,Urban,50.2,70.03,264.1,625.47,B.Tech ECE
Ishaan Taylor,18,Male,915230335012,ishaantaylor@gmail.com,Dubai,Urban,77.56548998375746,89.38,250.73,682.11,B.Tech CS
Atharv Sharma,17,Male,915889536902,atharvsharma@gmail.com,London,Semi-Urban,53.92,53.87,287.1,489.83,B.Tech Civil
Atharv Khan,17,Male,914492294689,atharvkhan@gmail.com,Toronto,Rural,81.46,70.38,,,B.Sc Data Science
Atharv Khan,20,Male,915290831168,atharvkhan@gmail.com,London,Rural,84.49,94.29,,727.9,B.Tech ECE
Krishna Sharma,18,Female,915328315307,krishnasharma@gmail.com,Mumbai,Rural,94.6,89.9,120.88,416.98,B.Sc Data Science
Ishaan Johnson,17,Male,919071957145,ishaanjohnson@gmail.com,Delhi,Rural,79.14,54.93,216.48,676.23,B.Tech Mechanical
Vihaan Brown,20,Male,914508932008,vihaanbrown@gmail.com,New York,Semi-Urban,84.47,83.99,277.44,529.22,B.Tech ECE
James Brown,18,Female,975125585799,jamesbrown@gmail.com,Bengaluru,Urban,77.56548998375746,81.46,136.28,676.16,B.Tech Mechanical
Vihaan Brown,18,Male,915922912706,vihaanbrown@gmail.com,New York,Semi-Urban,61.15,53.22,281.57,419.95,B.Tech Civil
Atharv Sharma,20,Female,916669747217,atharvsharma@gmail.com,Delhi,Urban,64.49,61.51,178.01,600.18,B.Tech Civil
Ishaan Miller,19,Male,917655737485,ishaanmiller@gmail.com,Bengaluru,Rural,53.8,58.53,166.19,727.11,B.Tech Mechanical
Atharv Khan,17,Female,919660186487,atharvkhan@gmail.com,London,Semi-Urban,85.96,88.45,152.02,784.12,B.Tech CS
Krishna Wilson,18,Female,916639032143,krishnawilson@gmail.com,Mumbai,Urban,54.45,,299.96,728.3,B.Tech CS
Ethan Johnson,18,Female,782921476228,ethanjohnson@gmail.com,Bengaluru,Semi-Urban,50.78,77.22531926406927,229.13,417.49,B.Sc Data Science
Arjun Wilson,17,Male,911719786016,arjunwilson@gmail.com,Bengaluru,Rural,84.19,80.84,250.25,420.37,B.Tech Civil
Aditya Verma,19,Female,917486374703,adityaverma@gmail.com,Mumbai,Urban,,62.17,271.72,570.99,B.Tech ECE
Arjun Sharma,19,Female,915137488705,arjunsharma@gmail.com,Sydney,Urban,77.56548998375746,84.41,,100.0,BCA
Vivaan Patel,17,Male,914023420338,vivaanpatel@gmail.com,Toronto,Semi-Urban,60.54,65.09,283.87,737.38,B.Tech CS
Arjun Johnson,18,Male,918849680664,arjunjohnson@gmail.com,Mumbai,Rural,92.34,90.83,298.59,472.7,B.Tech ECE
Arjun Miller,19,Male,914432719298,arjunmiller@gmail.com,Mumbai,Urban,85.31,64.05,290.32,505.48,B.Tech Mechanical
Vivaan Verma,19,Male,916265511047,vivaanverma@gmail.com,New York,Rural,,54.36,186.2,622.79,B.Tech Civil
Shaurya Wilson,19,Male,917751536720,shauryawilson@gmail.com,Dubai,Rural,93.07,87.43,170.74,730.75,B.Tech CS
Aarav Verma,19,Male,919335984742,aaravverma@gmail.com,Bengaluru,Semi-Urban,76.94,62.12,258.79,704.66,B.Tech CS
Vivaan Taylor,17,Female,918832753273,vivaantaylor@gmail.com,New York,Urban,75.65,100.0,100.0,100.0,BCA
Sai Singh,20,Male,916329676291,saisingh@gmail.com,London,Semi-Urban,100.0,71.97999999999999,100.0,100.0,BCA
Aarav Johnson,19,Male,917328951456,aaravjohnson@gmail.com,Hyderabad,Rural,51.85,90.7,211.67,541.61,B.Tech Civil
Vihaan Sharma,18,Male,916559761355,vihaansharma@gmail.com,Mumbai,Semi-Urban,77.56548998375746,95.58,284.04,577.46,B.Tech CS
Arjun Khan,20,Male,913145394807,arjunkhan@gmail.com,Bengaluru,Urban,90.92,72.03,206.4,500.08,B.Tech Civil
Shaurya Miller,20,Male,914341036971,shauryamiller@gmail.com,Delhi,Rural,77.56548998375746,61.82,100.0,100.0,BCA
Krishna Miller,20,Female,915707130802,krishnamiller@gmail.com,Bengaluru,Rural,98.7,77.22531926406927,100.0,100.0,BCA
Atharv Singh,20,Female,911909862405,atharvsingh@gmail.com,Sydney,Urban,50.04,78.0,295.74,443.88,B.Tech Civil
Aarav Wilson,19,Male,914515699332,aaravwilson@gmail.com,Toronto,Rural,85.01,57.27,254.86,624.7,B.Tech ECE
Krishna Sharma,19,Male,919064909703,krishnasharma@gmail.com,Ahmedabad,,81.81,,,100.0,BCA
Shaurya Taylor,20,Male,915728703203,shauryataylor@gmail.com,Bengaluru,Urban,73.51,58.18,193.43,446.41,B.Sc Data Science
Krishna Brown,18,Female,913518962252,krishnabrown@gmail.com,Toronto,Rural,81.59,52.78,133.19,499.92,B.Sc Data Science
Ishaan Sharma,20,Female,911783225091,ishaansharma@gmail.com,New York,Semi-Urban,91.12,72.62,,,B.Tech ECE
Vivaan Johnson,19,Female,914817006661,vivaanjohnson@gmail.com,New York,Rural,100.0,77.22531926406927,100.0,100.0,BCA
Shaurya Taylor,19,Male,914140602933,shauryataylor@gmail.com,Hyderabad,Semi-Urban,60.34,,202.66,745.85,B.Tech CS
Sai Johnson,20,Female,916949471553,saijohnson@gmail.com,Ahmedabad,Rural,95.36,93.18,229.55,686.76,B.Tech CS
Vihaan Brown,20,Male,911156781408,vihaanbrown@gmail.com,Bengaluru,Semi-Urban,72.13,77.69,100.0,100.0,BCA
Shaurya Patel,18,Female,919747765659,shauryapatel@gmail.com,Mumbai,Rural,50.94,66.31,245.06,505.33,B.Tech Civil
Shaurya Wilson,17,Female,919415152638,shauryawilson@gmail.com,Ahmedabad,Semi-Urban,50.91,95.69,260.88,717.32,B.Tech CS
Aditya Wilson,20,Male,915387518953,adityawilson@gmail.com,Ahmedabad,Urban,99.49,78.87,228.28,421.53,B.Tech Civil
Shaurya Wilson,20,Female,912399963691,shauryawilson@gmail.com,Sydney,Rural,68.1,63.39,273.27,722.6,B.Tech CS
Vihaan Miller,17,Male,916518017046,vihaanmiller@gmail.com,Bengaluru,Urban,88.29,98.92,229.18,568.14,B.Tech ECE
Arjun Brown,19,Female,918193220615,arjunbrown@gmail.com,Bengaluru,Semi-Urban,82.83,71.49000000000001,100.0,100.0,BCA
Krishna Brown,17,Male,912358418029,krishnabrown@gmail.com,New York,Rural,,79.47,,587.36,B.Tech CS
Atharv Brown,19,Female,911308761238,atharvbrown@gmail.com,New York,Semi-Urban,66.84,96.19,124.04,737.32,B.Tech ECE
Sai Brown,19,Male,914341651827,saibrown@gmail.com,New York,Rural,60.93,78.69,136.56,698.46,B.Tech Civil
Atharv Singh,20,Male,915754523558,atharvsingh@gmail.com,Dubai,Rural,77.56548998375746,67.52,172.95,458.8,B.Sc Data Science
Krishna Singh,18,Male,912394612128,krishnasingh@gmail.com,Dubai,Semi-Urban,96.73,76.68,230.18,,B.Tech CS
Vihaan Khan,20,Female,918705807910,vihaankhan@gmail.com,London,Semi-Urban,68.17,94.32,263.73,506.93,B.Tech Mechanical
Atharv Brown,18,Female,914477134125,atharvbrown@gmail.com,Hyderabad,Semi-Urban,77.56548998375746,100.0,100.0,100.0,BCA
Vihaan Taylor,18,Male,915356287245,vihaantaylor@gmail.com,Mumbai,Rural,85.94,99.87,238.41,629.8,B.Tech CS
Arjun Wilson,17,Male,914295033693,arjunwilson@gmail.com,London,Semi-Urban,61.25,51.78,275.26,449.29,B.Tech Civil
Ishaan Johnson,19,Male,917117185691,ishaanjohnson@gmail.com,Delhi,Semi-Urban,85.97,92.1,209.3,600.49,B.Tech ECE
Vivaan Singh,17,Female,912634921223,vivaansingh@gmail.com,Hyderabad,Semi-Urban,93.48,91.72,204.83,736.32,B.Tech CS
Ishaan Verma,19,Male,910464087981,ishaanverma@gmail.com,Toronto,Urban,71.6,75.45,294.9,534.84,B.Tech ECE
Ishaan Patel,17,Female,918413128403,ishaanpatel@gmail.com,Hyderabad,Urban,89.28,98.06,182.34701123021952,100.0,BCA
Aditya Verma,19,Male,918967635367,adityaverma@gmail.com,Hyderabad,Rural,93.96,89.78,240.65,637.74,B.Tech CS
Aditya Sharma,17,Male,916385646149,adityasharma@gmail.com,Toronto,Rural,65.75,74.29,217.24,441.79,B.Tech Civil
Aditya Johnson,18,Female,918280092053,adityajohnson@gmail.com,London,Rural,,81.65,,570.53,B.Tech Civil
Arjun Sharma,20,Female,916395907009,arjunsharma@gmail.com,Mumbai,Rural,77.56548998375746,61.98,289.58,486.98,B.Tech Mechanical
Aarav Brown,17,Male,917698237618,aaravbrown@gmail.com,Bengaluru,Rural,98.84,80.25,279.55,780.83,B.Tech CS
Shaurya Johnson,19,Female,918298493306,shauryajohnson@gmail.com,Toronto,Rural,66.41,75.44,199.77,689.71,B.Tech ECE
Vivaan Patel,17,Male,910187803586,vivaanpatel@gmail.com,Dubai,Urban,83.48,,279.76,581.77,B.Tech CS
Sai Wilson,18,Female,914214209420,saiwilson@gmail.com,Toronto,Semi-Urban,61.92,74.06,122.39,659.79,B.Tech Civil
Vihaan Patel,17,Female,917998136462,vihaanpatel@gmail.com,Bengaluru,Rural,,78.57,109.86,559.68,B.Sc Data Science
Shaurya Wilson,20,Female,912399963691,shauryawilson@gmail.com,Sydney,Rural,68.1,63.39,273.27,722.6,B.Tech CS
Arjun Taylor,18,Female,910645334956,arjuntaylor@gmail.com,Mumbai,Urban,61.27,77.22531926406927,274.28,535.84,B.Tech ECE
Shaurya Brown,18,Female,919402654235,shauryabrown@gmail.com,Delhi,Urban,69.0,,,505.81,B.Sc Data Science
Vivaan Sharma,17,Male,915467591499,vivaansharma@gmail.com,Dubai,Rural,92.45,88.15,251.32,588.49,B.Tech CS
Aditya Wilson,20,Male,915387518953,adityawilson@gmail.com,Ahmedabad,Urban,99.49,78.87,228.28,421.53,B.Tech Civil
Krishna Sharma,18,Male,913085441843,krishnasharma@gmail.com,London,Semi-Urban,100.0,88.49,100.0,100.0,BCA
Aarav Brown,18,Male,911217959282,aaravbrown@gmail.com,Bengaluru,Urban,62.07,54.07,165.86,594.42,B.Tech Civil
James Miller,20,Female,269890855327,jamesmiller@gmail.com,Toronto,Urban,82.83,77.22531926406927,,100.0,BCA
Arjun Wilson,20,Male,916828982182,arjunwilson@gmail.com,Ahmedabad,Rural,81.31,72.05,100.0,100.0,BCA
Vivaan Verma,17,Female,910686864641,vivaanverma@gmail.com,Ahmedabad,Rural,94.32,67.5,221.38,524.34,B.Tech Mechanical
Atharv Taylor,17,Female,914005453042,atharvtaylor@gmail.com,Hyderabad,Urban,100.0,77.22531926406927,100.0,100.0,BCA
Aditya Sharma,18,Male,919150576449,adityasharma@gmail.com,Toronto,Rural,74.0,85.55,,568.35,B.Sc Data Science
Ishaan Wilson,17,Male,915338792839,ishaanwilson@gmail.com,Bengaluru,Semi-Urban,56.22,57.7,148.16,668.84,B.Tech Civil
Ishaan Wilson,19,Male,911767550043,ishaanwilson@gmail.com,Toronto,Rural,82.08,59.95,274.9,532.96,B.Tech Mechanical
Arjun Wilson,20,Female,916297467930,arjunwilson@gmail.com,Toronto,Urban,55.9,88.3,279.25,737.28,B.Tech CS
Krishna Verma,20,Male,911861913640,krishnaverma@gmail.com,London,Semi-Urban,66.63,77.05,256.4,544.5,B.Tech Mechanical
Sai Verma,20,Female,910974993097,saiverma@gmail.com,Bengaluru,Semi-Urban,81.45,80.99,268.23,459.11,B.Tech Mechanical
Sai Sharma,20,Female,915093328099,saisharma@gmail.com,Dubai,Rural,51.22,63.25,100.78,771.15,B.Tech Civil
Vihaan Singh,20,Male,914416762187,vihaansingh@gmail.com,Ahmedabad,Urban,51.03,70.35,199.96,452.19,B.Sc Data Science
Ishaan Taylor,20,Male,918320603850,ishaantaylor@gmail.com,New York,Urban,87.95,68.81,247.62,523.0,B.Tech Mechanical
Aditya Khan,19,Female,914840927029,adityakhan@gmail.com,Mumbai,Rural,95.36,62.78,128.98,731.34,B.Tech Mechanical
Vihaan Brown,19,Female,910892687056,vihaanbrown@gmail.com,Sydney,Rural,84.82,70.41,159.98,473.55,B.Sc Data Science
Krishna Singh,18,Female,910336202755,krishnasingh@gmail.com,Sydney,Urban,53.89,73.1,192.67,409.87,B.Sc Data Science
Arjun Singh,20,Male,916714628314,arjunsingh@gmail.com,Hyderabad,Semi-Urban,68.61,82.87,264.1,641.98,B.Tech CS
Vivaan Brown,19,Female,917395232855,vivaanbrown@gmail.com,New York,Semi-Urban,50.88,88.76,249.98,714.3,B.Tech CS
Sai Khan,18,Female,913597598096,saikhan@gmail.com,Bengaluru,Semi-Urban,59.3,85.2,218.88,766.49,B.Tech CS
Ishaan Khan,17,Male,911737339701,ishaankhan@gmail.com,Mumbai,Urban,83.03,97.2,213.14,565.49,B.Tech Mechanical
Arjun Wilson,18,Female,914631752071,arjunwilson@gmail.com,London,Rural,95.13,94.83,182.34701123021952,100.0,BCA
Vihaan Verma,17,Male,918791465951,vihaanverma@gmail.com,Delhi,Semi-Urban,57.25,90.49,265.28,625.15,B.Tech CS
Vivaan Johnson,19,Male,919080512080,vivaanjohnson@gmail.com,Mumbai,Rural,69.24,51.38,281.03,625.35,B.Tech ECE
Arjun Sharma,20,Male,917308714390,arjunsharma@gmail.com,Hyderabad,Semi-Urban,50.5,94.68,131.01,765.36,B.Tech ECE
Atharv Johnson,18,Male,918788477988,atharvjohnson@gmail.com,Sydney,Urban,62.8,60.84,169.64,561.31,B.Tech Civil
Krishna Khan,20,Male,910323832270,krishnakhan@gmail.com,Ahmedabad,Semi-Urban,74.08,100.0,100.0,100.0,BCA
Vivaan Verma,19,Female,917717077576,vivaanverma@gmail.com,London,Urban,99.32,73.09,111.67,724.66,B.Tech Mechanical
Vivaan Patel,18,Female,913228029798,vivaanpatel@gmail.com,Mumbai,,70.62,75.87,100.0,100.0,BCA
Vivaan Johnson,17,Female,911719070677,vivaanjohnson@gmail.com,London,Semi-Urban,80.29,91.34,123.39,438.88,B.Sc Data Science
Krishna Singh,19,Female,919476121893,krishnasingh@gmail.com,Dubai,Urban,,57.37,,702.33,B.Tech CS
Atharv Miller,19,Female,913203319222,atharvmiller@gmail.com,Toronto,Urban,66.17,94.8,110.44,604.68,B.Tech Civil
Vivaan Sharma,20,Female,912191630916,vivaansharma@gmail.com,New York,Urban,70.95,52.1,153.96,592.59,B.Tech Civil
Vihaan Patel,20,Male,915066626705,vihaanpatel@gmail.com,New York,Urban,78.4,88.33,182.34701123021952,100.0,BCA
Ishaan Khan,17,Female,914457762626,ishaankhan@gmail.com,Hyderabad,Rural,72.22,65.66,108.23,645.7,B.Sc Data Science
Sai Johnson,19,Male,912091003667,saijohnson@gmail.com,Sydney,Urban,77.56548998375746,61.49,197.91,638.14,B.Tech Mechanical
Aditya Wilson,19,Male,914773391299,adityawilson@gmail.com,Mumbai,Urban,72.5,55.6,220.1,459.22,B.Tech Civil
Vivaan Taylor,20,Female,911291842519,vivaantaylor@gmail.com,New York,Rural,100.0,84.65,100.0,100.0,BCA
Vivaan Patel,17,Female,914726723406,vivaanpatel@gmail.com,Sydney,Semi-Urban,100.0,77.22531926406927,100.0,100.0,BCA
Aarav Sharma,20,Female,913322622777,aaravsharma@gmail.com,Toronto,Urban,75.19,77.22531926406927,100.0,100.0,BCA
Krishna Verma,18,Female,916295076716,krishnaverma@gmail.com,Bengaluru,Urban,,70.09,100.0,100.0,BCA
Ishaan Johnson,19,Female,917772522872,ishaanjohnson@gmail.com,Sydney,Semi-Urban,97.86,76.2,267.81,429.73,B.Tech Civil
Vivaan Wilson,18,Female,915267722330,vivaanwilson@gmail.com,London,Urban,96.27,97.51,144.51,668.54,B.Tech Mechanical
Atharv Taylor,18,Female,916377312524,atharvtaylor@gmail.com,New York,Semi-Urban,,85.47,,100.0,BCA
Vihaan Sharma,19,Male,914289078162,vihaansharma@gmail.com,Dubai,Urban,53.12,78.78,229.87,444.57,B.Tech Civil
Vihaan Verma,17,Female,912272847657,vihaanverma@gmail.com,Mumbai,Rural,55.56,53.0,228.49,641.67,B.Tech Mechanical
Aarav Sharma,20,Female,913322622777,aaravsharma@gmail.com,Toronto,Urban,75.19,77.22531926406927,100.0,100.0,BCA
Vihaan Taylor,20,Female,911269448695,vihaantaylor@gmail.com,Dubai,Rural,99.59,69.87,140.74,620.84,B.Tech Civil
Ishaan Brown,19,Female,915769453536,ishaanbrown@gmail.com,New York,Semi-Urban,,100.0,100.0,100.0,BCA
Aarav Sharma,17,Female,918489465411,aaravsharma@gmail.com,Bengaluru,Rural,99.77,58.73,128.89,564.47,B.Sc Data Science
Aditya Singh,18,Female,916390742663,adityasingh@gmail.com,Hyderabad,Semi-Urban,,,134.88,611.1,B.Tech Mechanical
Aditya Verma,19,Female,911343320037,adityaverma@gmail.com,Dubai,Urban,77.56548998375746,100.0,100.0,100.0,BCA
Vivaan Verma,19,Male,914364027011,vivaanverma@gmail.com,London,Semi-Urban,70.84,64.42,186.19,470.56,B.Sc Data Science
Vihaan Patel,17,Male,912916174690,vihaanpatel@gmail.com,Bengaluru,Semi-Urban,87.45,76.54,123.87,,B.Tech Mechanical
Aarav Sharma,19,Female,914350238503,aaravsharma@gmail.com,Toronto,Urban,90.28,78.19,222.0,734.0,B.Tech CS
Vivaan Verma,20,Female,916124768597,vivaanverma@gmail.com,London,Rural,65.11,71.39,131.52,573.2,B.Sc Data Science
Ishaan Patel,20,Male,919052918768,ishaanpatel@gmail.com,Hyderabad,Semi-Urban,72.11,71.65,182.34701123021952,100.0,BCA
Atharv Verma,20,Female,918536106707,atharvverma@gmail.com,Toronto,Urban,77.56548998375746,85.36,224.4,738.96,B.Tech CS
Vivaan Johnson,19,Female,914329876989,vivaanjohnson@gmail.com,Hyderabad,Rural,67.23,79.76,155.81,588.89,B.Tech Civil
Vivaan Khan,19,Female,912784980841,vivaankhan@gmail.com,Bengaluru,Rural,55.77,55.35,210.64,508.94,B.Sc Data Science
Vihaan Wilson,17,Male,918915673446,vihaanwilson@gmail.com,Toronto,Urban,96.76,84.13,100.0,100.0,BCA
Sai Khan,17,Female,917226966734,saikhan@gmail.com,Dubai,Rural,100.0,96.1,100.0,100.0,BCA
Atharv Patel,18,Female,913714243880,atharvpatel@gmail.com,Delhi,Urban,95.52,,,664.0,B.Tech CS
Aditya Singh,18,Female,916227192173,adityasingh@gmail.com,London,Rural,87.39,66.83,187.05,582.82,B.Tech Mechanical
Krishna Sharma,18,Female,918280356899,krishnasharma@gmail.com,Delhi,Semi-Urban,95.2,77.99,229.35,,B.Tech ECE
Atharv Verma,20,Female,918793759372,atharvverma@gmail.com,Delhi,Urban,77.56548998375746,93.36,165.42,696.33,B.Tech ECE
Sai Khan,17,Female,912079619909,saikhan@gmail.com,Toronto,Semi-Urban,77.1,79.58,165.83,630.46,B.Tech Mechanical
Ishaan Brown,17,Female,910011139154,ishaanbrown@gmail.com,Sydney,Urban,65.39,59.17,139.76,788.73,B.Tech Mechanical
Shaurya Patel,18,Female,919747765659,shauryapatel@gmail.com,Mumbai,Rural,50.94,66.31,245.06,505.33,B.Tech Civil
Atharv Sharma,18,Female,912954585835,atharvsharma@gmail.com,London,Urban,84.0,95.85,209.63,732.35,B.Tech CS
Vihaan Singh,20,Male,914416762187,vihaansingh@gmail.com,Ahmedabad,Urban,51.03,70.35,199.96,452.19,B.Sc Data Science
Atharv Johnson,18,Male,912060539543,atharvjohnson@gmail.com,Bengaluru,Semi-Urban,81.84,77.22531926406927,100.0,100.0,BCA
Arjun Johnson,20,Male,916025637811,arjunjohnson@gmail.com,Dubai,Rural,70.44,77.22531926406927,100.0,100.0,BCA
Vihaan Taylor,19,Female,912127602508,vihaantaylor@gmail.com,Bengaluru,Semi-Urban,92.15,71.02,116.97,463.01,B.Sc Data Science
Vivaan Brown,18,Female,918426336189,vivaanbrown@gmail.com,Delhi,Urban,65.84,94.82,278.83,689.02,B.Tech CS
Krishna Sharma,20,Male,917481131765,krishnasharma@gmail.com,Hyderabad,Semi-Urban,99.2,51.72,161.96,710.87,B.Tech Mechanical
Arjun Wilson,19,Female,913188645947,arjunwilson@gmail.com,Sydney,Urban,52.87,90.7,266.23,629.6,B.Tech CS
Shaurya Wilson,19,Female,916991574800,shauryawilson@gmail.com,Dubai,Urban,76.26,77.22531926406927,242.74,550.75,B.Tech Mechanical
Vihaan Johnson,20,Male,918907613187,vihaanjohnson@gmail.com,Dubai,Rural,77.56548998375746,52.09,262.32,760.34,B.Tech CS
Aditya Khan,19,Male,910317591450,adityakhan@gmail.com,Dubai,Urban,99.08,77.22531926406927,100.0,100.0,BCA
Vihaan Miller,18,Female,913588537982,vihaanmiller@gmail.com,Delhi,Semi-Urban,86.14,64.57,149.41,639.25,B.Tech Civil
Aarav Patel,19,Female,917186919816,aaravpatel@gmail.com,Bengaluru,Rural,100.0,94.85,100.0,100.0,BCA
Krishna Taylor,20,Female,910455478137,krishnataylor@gmail.com,London,Rural,64.43,90.28,294.07,569.53,B.Tech CS
Atharv Brown,20,Female,918824893231,atharvbrown@gmail.com,Sydney,Semi-Urban,77.56548998375746,75.24,244.18,445.11,B.Tech Civil
